Region;Profession ID;Professio;2016;2017;2018;2019;Growth;Growth 
Manuwatu & Wanganui;392;Printing Trades Workers;102;96;90;83;-19;-6.7
Manuwatu & Wanganui;393;Textile, Clothing and Footwear Trades Workers;128;128;128;127;0;-0.1
Manuwatu & Wanganui;394;Wood Trades Workers;124;121;118;113;-11;-3.0
Manuwatu & Wanganui;399;Miscellaneous Technicians and Trades Workers;483;493;503;510;27;1.9
Manuwatu & Wanganui;411;Health and Welfare Support Workers;1459;1508;1567;164;181;4.0
Manuwatu & Wanganui;421;Child Carers;489;494;499;504;15;1.0
Manuwatu & Wanganui;422;Education Aides;917;913;907;893;-24;-0.9
Manuwatu & Wanganui;423;Personal Carers and Assistants;2868;2889;2934;3006;138;1.6
Manuwatu & Wanganui;431;Hospitality Workers;203;2064;2114;2155;126;2.0
Manuwatu & Wanganui;441;Defence Force Members, Fire Fighters and Police;2437;2493;254;2575;138;1.9
Manuwatu & Wanganui;442;Prison and Security Officers;863;896;926;951;88;3.3
Manuwatu & Wanganui;451;Personal Service and Travel Workers;531;539;545;548;17;1.1
Manuwatu & Wanganui;452;Sports and Fitness Workers;882;896;916;931;48;1.8
Manuwatu & Wanganui;511;Contract, Program and Project Administrators;1071;1108;1147;1181;110;3.3
Manuwatu & Wanganui;512;Office and Practice Managers;2276;2389;2507;2615;339;4.7
Manuwatu & Wanganui;521;Personal Assistants and Secretaries;675;621;567;511;-164;-8.9
Manuwatu & Wanganui;531;General Clerks;1787;1688;159;1483;-304;-6.0
Manuwatu & Wanganui;532;Keyboard Operators;167;146;125;104;-63;-14.5
Manuwatu & Wanganui;541;Call or Contact Centre Information Clerks;213;205;197;189;-24;-3.9
Manuwatu & Wanganui;542;Receptionists;1365;1359;136;1365;1;0.0
Manuwatu & Wanganui;551;Accounting Clerks and Bookkeepers;968;972;977;979;11;0.4
Manuwatu & Wanganui;552;Financial and Insurance Clerks;617;607;598;590;-28;-1.5
Manuwatu & Wanganui;561;Clerical and Office Support Workers;940;929;915;898;-41;-1.5
Manuwatu & Wanganui;591;Logistics Clerks;851;860;871;879;28;1.1
Manuwatu & Wanganui;599;Miscellaneous Clerical and Administrative Workers;775;779;785;788;13;0.5
Manuwatu & Wanganui;611;Insurance Agents and Sales Representatives;2458;2524;2599;2664;206;2.7
Manuwatu & Wanganui;612;Real Estate Sales Agents;536;548;564;580;44;2.7
Manuwatu & Wanganui;621;Sales Assistants and Salespersons;5212;5187;5198;5189;-23;-0.1
Manuwatu & Wanganui;631;Checkout Operators and Office Cashiers;897;900;905;905;9;0.3
Manuwatu & Wanganui;639;Miscellaneous Sales Support Workers;414;410;407;403;-11;-0.9
Manuwatu & Wanganui;711;Machine Operators;1102;1105;1106;11;-2;-0.1
Manuwatu & Wanganui;712;Stationary Plant Operators;282;264;245;229;-53;-6.8
Manuwatu & Wanganui;721;Mobile Plant Operators;1273;1291;1308;1316;43;1.1
Manuwatu & Wanganui;731;Automobile, Bus and Rail Drivers;599;613;630;644;45;2.4
Manuwatu & Wanganui;732;Delivery Drivers;257;262;268;273;16;2.0
Manuwatu & Wanganui;733;Truck Drivers;1723;1735;1741;1738;15;0.3
Manuwatu & Wanganui;741;Storepersons;1203;1221;1243;1261;57;1.6
Manuwatu & Wanganui;811;Cleaners and Laundry Workers;2345;2278;2218;2174;-171;-2.5
Manuwatu & Wanganui;821;Construction and Mining Labourers;1097;1132;1159;1178;81;2.4
Manuwatu & Wanganui;831;Food Process Workers;2314;2318;2334;2344;31;0.4
Manuwatu & Wanganui;832;Packers and Product Assemblers;727;729;733;734;7;0.3
Manuwatu & Wanganui;839;Miscellaneous Factory Process Workers;408;414;419;422;14;1.1
Manuwatu & Wanganui;841;Farm, Forestry and Garden Workers;4097;4106;4132;4125;28;0.2
Manuwatu & Wanganui;851;Food Preparation Assistants;1029;1043;1065;1084;56;1.8
Manuwatu & Wanganui;891;Freight Handlers and Shelf Fillers;318;320;324;327;10;1.0
Manuwatu & Wanganui;899;Miscellaneous Labourers;3442;3508;3574;3619;178;1.7
Wellington;111;Chief Executives, General Managers and Legislators;10551;10748;10967;11154;603;1.9
Wellington;121;Farmers and Farm Managers;1885;1823;1767;1698;-187;-3.4
Wellington;131;Advertising, Public Relations and Sales Managers;4837;501;5201;5377;540;3.6
Wellington;132;Business Administration Managers;1033;10656;11005;11326;996;3.1
Wellington;133;Construction, Distribution and Production Managers;5285;5395;5461;5486;201;1.3
Wellington;134;Education, Health and Welfare Services Managers;1809;1887;1964;2035;226;4.0
Wellington;135;ICT Managers;2404;2503;261;2712;308;4.1
Wellington;139;Miscellaneous Specialist Managers;1683;1735;1789;1838;156;3.0
Wellington;141;Accommodation and Hospitality Managers;2765;2852;2961;3061;297;3.5
Wellington;142;Retail Managers;4077;4133;4222;43;223;1.8
Wellington;149;Miscellaneous Hospitality, Retail and Service Managers;2727;282;2927;3027;301;3.5
Wellington;211;Arts Professionals;1498;1544;1578;1606;108;2.3
Wellington;212;Media Professionals;2397;2452;2522;2585;188;2.5
Wellington;221;Accountants, Auditors and Company Secretaries;5436;5561;5698;5821;386;2.3
Wellington;222;Financial Brokers and Dealers, and Investment Advisers;1708;1713;1722;1727;19;0.4
Wellington;223;Human Resource and Training Professionals;2725;2781;284;2891;166;2.0
Wellington;224;Information and Organisation Professionals;10531;10765;11004;11212;680;2.1
Wellington;225;Sales, Marketing and Public Relations Professionals;3418;35;3592;3674;256;2.4
Wellington;231;Air and Marine Transport Professionals;429;430;432;433;3;0.2
Wellington;232;Architects, Designers, Planners and Surveyors;3692;3791;3902;4005;312;2.7
Wellington;233;Engineering Professionals;2652;2711;2767;2812;160;2.0
Wellington;234;Natural and Physical Science Professionals;1803;185;1903;1954;151;2.7
Wellington;241;School Teachers;10468;10695;10916;11079;610;1.9
Wellington;242;Tertiary Education Teachers;2136;2131;2119;2091;-45;-0.7
Wellington;249;Miscellaneous Education Professionals;1541;1566;1589;1601;60;1.3
Wellington;251;Health Diagnostic and Promotion Professionals;1316;1363;1422;1487;171;4.2
Wellington;252;Health Therapy Professionals;1222;1261;1312;1376;153;4.0
Wellington;253;Medical Practitioners;1689;174;1808;1893;204;3.9
Wellington;254;Midwifery and Nursing Professionals;4877;4981;5133;5343;466;3.1
Wellington;261;Business and Systems Analysts, and Programmers;10453;10867;11314;11742;1,288;4.0
Wellington;262;Database and Systems Administrators, and ICT Security Specialists;1603;1634;1669;1699;97;2.0
Wellington;263;ICT Network and Support Professionals;1612;1674;174;1803;190;3.8
Wellington;271;Legal Professionals;3695;3819;3948;4067;372;3.3
Wellington;272;Social and Welfare Professionals;4445;4551;4676;4803;358;2.6
Wellington;311;Agricultural, Medical and Science Technicians;1151;1157;1168;1178;26;0.8
Wellington;312;Building and Engineering Technicians;1769;1809;1845;1873;104;1.9
Wellington;313;ICT and Telecommunications Technicians;1588;1567;155;1528;-61;-1.3
Wellington;321;Automotive Electricians and Mechanics;1439;1397;1363;1322;-117;-2.8
Wellington;322;Fabrication Engineering Trades Workers;670;680;688;689;19;1.0
Wellington;323;Mechanical Engineering Trades Workers;910;892;873;850;-60;-2.2
Wellington;324;Panelbeaters, and Vehicle Body Builders, Trimmers and Painters;335;333;326;317;-18;-1.8
Wellington;331;Bricklayers, Carpenters and Joiners;1731;1748;1747;1731;0;0.0
Wellington;332;Floor Finishers and Painting Trades Workers;152;1609;1681;1741;221;4.6
Wellington;333;Glaziers, Plasterers and Tilers;123;1317;1392;1458;228;5.8
Wellington;334;Plumbers;1319;1407;1479;1541;222;5.3
Wellington;341;Electricians;1748;1858;1953;2035;287;5.2
Wellington;342;Electronics and Telecommunications Trades Workers;1134;1163;1183;1196;62;1.8
Wellington;351;Food Trades Workers;4726;4929;5176;5415;690;4.6
Wellington;361;Animal Attendants and Trainers, and Shearers;545;563;583;600;55;3.2
Wellington;362;Horticultural Trades Workers;1512;1506;1499;1497;-15;-0.3
Wellington;391;Hairdressers;1057;1058;1068;1072;15;0.5
Wellington;392;Printing Trades Workers;489;454;413;371;-118;-8.8
Wellington;393;Textile, Clothing and Footwear Trades Workers;256;256;258;258;2;0.3
Wellington;394;Wood Trades Workers;217;211;206;200;-18;-2.8
Wellington;399;Miscellaneous Technicians and Trades Workers;1395;1436;1483;1529;134;3.1
Wellington;411;Health and Welfare Support Workers;2202;2277;2371;2484;281;4.1
Wellington;421;Child Carers;1396;1428;1458;1483;87;2.0
Wellington;422;Education Aides;1548;1559;1566;1562;14;0.3
Wellington;423;Personal Carers and Assistants;4017;4048;4114;4219;202;1.6
Wellington;431;Hospitality Workers;6074;6246;6466;6666;592;3.1
Wellington;441;Defence Force Members, Fire Fighters and Police;2476;2564;2643;2714;238;3.1
Wellington;442;Prison and Security Officers;1931;2016;2097;2171;240;4.0
Wellington;451;Personal Service and Travel Workers;1914;1887;1871;1845;-69;-1.2
Wellington;452;Sports and Fitness Workers;2403;2474;2562;2638;234;3.1
Wellington;511;Contract, Program and Project Administrators;3768;3904;4043;417;402;3.4
Wellington;512;Office and Practice Managers;5464;5761;607;6364;900;5.2
Wellington;521;Personal Assistants and Secretaries;2861;269;2516;2331;-530;-6.6
Wellington;531;General Clerks;4725;4463;4196;3908;-817;-6.1
Wellington;532;Keyboard Operators;387;342;293;247;-140;-13.9
Wellington;541;Call or Contact Centre Information Clerks;832;804;777;746;-86;-3.6
Wellington;542;Receptionists;3196;319;3203;3228;32;0.3
Wellington;551;Accounting Clerks and Bookkeepers;3357;3346;334;3323;-34;-0.3
Wellington;552;Financial and Insurance Clerks;1906;1819;1736;1684;-221;-4.0
Wellington;561;Clerical and Office Support Workers;2088;206;2027;1986;-101;-1.6
Wellington;591;Logistics Clerks;1608;1621;164;1653;45;0.9
Wellington;599;Miscellaneous Clerical and Administrative Workers;2402;2424;2449;2466;64;0.9
Wellington;611;Insurance Agents and Sales Representatives;6179;632;6487;6635;455;2.4
Wellington;612;Real Estate Sales Agents;1723;1755;1797;1838;115;2.2
Wellington;621;Sales Assistants and Salespersons;11407;1136;11395;11392;-15;0.0
Wellington;631;Checkout Operators and Office Cashiers;1876;1891;1918;1939;64;1.1
Wellington;639;Miscellaneous Sales Support Workers;1008;994;985;972;-36;-1.2
Wellington;711;Machine Operators;1502;1501;15;1491;-11;-0.2
Wellington;712;Stationary Plant Operators;528;516;501;489;-40;-2.6
Wellington;721;Mobile Plant Operators;995;996;992;979;-17;-0.6
Wellington;731;Automobile, Bus and Rail Drivers;2129;2195;2275;2347;217;3.3
Wellington;732;Delivery Drivers;609;637;657;676;67;3.5
Wellington;733;Truck Drivers;1802;1811;1817;1814;12;0.2
Wellington;741;Storepersons;1413;142;1433;1442;29;0.7
Wellington;811;Cleaners and Laundry Workers;4352;4224;4112;402;-332;-2.6
Wellington;821;Construction and Mining Labourers;1823;1906;1977;2036;213;3.8
Wellington;831;Food Process Workers;1123;1132;1146;1158;35;1.0
Wellington;832;Packers and Product Assemblers;650;646;642;636;-14;-0.7
Wellington;839;Miscellaneous Factory Process Workers;476;485;492;498;22;1.5
Wellington;841;Farm, Forestry and Garden Workers;2068;2045;2031;2001;-66;-1.1
Wellington;851;Food Preparation Assistants;2417;248;2563;2641;224;3.0
Wellington;891;Freight Handlers and Shelf Fillers;628;633;642;649;21;1.1
Wellington;899;Miscellaneous Labourers;4654;474;4827;4891;238;1.7
Nelson;111;Chief Executives, General Managers and Legislators;1106;1127;1149;1167;61;1.8
Nelson;121;Farmers and Farm Managers;241;230;221;210;-31;-4.5
Nelson;131;Advertising, Public Relations and Sales Managers;347;357;368;378;31;2.9
Nelson;132;Business Administration Managers;771;793;817;839;68;2.9
Nelson;133;Construction, Distribution and Production Managers;726;735;737;735;9;0.4
Nelson;134;Education, Health and Welfare Services Managers;146;151;156;161;15;3.2
Nelson;135;ICT Managers;22;23;23;24;3;3.8
Nelson;139;Miscellaneous Specialist Managers;119;122;126;129;11;3.0
Nelson;141;Accommodation and Hospitality Managers;419;411;405;397;-22;-1.8
Nelson;142;Retail Managers;565;565;570;573;8;0.5
Nelson;149;Miscellaneous Hospitality, Retail and Service Managers;251;260;271;281;30;3.8
Nelson;211;Arts Professionals;160;164;169;173;14;2.8
Nelson;212;Media Professionals;140;144;148;152;12;2.7
Nelson;221;Accountants, Auditors and Company Secretaries;395;406;419;430;36;2.9
Nelson;222;Financial Brokers and Dealers, and Investment Advisers;150;149;149;148;-3;-0.6
Nelson;223;Human Resource and Training Professionals;149;153;157;161;12;2.5
Nelson;224;Information and Organisation Professionals;364;371;378;385;21;1.9
Nelson;225;Sales, Marketing and Public Relations Professionals;179;183;188;192;13;2.4
Nelson;231;Air and Marine Transport Professionals;275;283;293;303;28;3.3
Nelson;232;Architects, Designers, Planners and Surveyors;321;337;352;367;46;4.6
Nelson;233;Engineering Professionals;324;332;340;346;22;2.2
Nelson;234;Natural and Physical Science Professionals;349;357;366;374;26;2.4
Nelson;241;School Teachers;1269;1288;1306;1315;47;1.2
Nelson;242;Tertiary Education Teachers;125;127;128;128;3;0.8
Nelson;249;Miscellaneous Education Professionals;189;192;194;196;6;1.1
Nelson;251;Health Diagnostic and Promotion Professionals;159;162;165;169;9;1.9
Nelson;252;Health Therapy Professionals;185;187;190;194;10;1.7
Nelson;253;Medical Practitioners;226;228;233;238;12;1.8
Nelson;254;Midwifery and Nursing Professionals;585;584;587;596;11;0.6
Nelson;261;Business and Systems Analysts, and Programmers;236;246;257;267;31;4.2
Nelson;262;Database and Systems Administrators, and ICT Security Specialists;64;65;67;68;4;2.0
Nelson;263;ICT Network and Support Professionals;50;51;51;52;1;0.8
Nelson;271;Legal Professionals;222;232;242;252;30;4.3
Nelson;272;Social and Welfare Professionals;571;585;601;617;46;2.6
Nelson;311;Agricultural, Medical and Science Technicians;216;215;214;214;-2;-0.4
Nelson;312;Building and Engineering Technicians;286;291;295;298;11;1.3
Nelson;313;ICT and Telecommunications Technicians;81;80;79;78;-3;-1.2
Nelson;321;Automotive Electricians and Mechanics;270;270;271;271;1;0.1
Nelson;322;Fabrication Engineering Trades Workers;145;147;150;151;6;1.4
Nelson;323;Mechanical Engineering Trades Workers;308;305;301;296;-13;-1.4
Nelson;324;Panelbeaters, and Vehicle Body Builders, Trimmers and Painters;63;64;64;64;1;0.3
Nelson;331;Bricklayers, Carpenters and Joiners;272;274;272;268;-4;-0.5
Nelson;332;Floor Finishers and Painting Trades Workers;186;195;201;206;20;3.4
Nelson;333;Glaziers, Plasterers and Tilers;160;168;175;180;20;4.0
Nelson;334;Plumbers;155;163;168;172;17;3.6
Nelson;341;Electricians;218;229;238;245;28;4.1
Nelson;342;Electronics and Telecommunications Trades Workers;126;128;128;127;1;0.3
Nelson;351;Food Trades Workers;493;487;484;477;-16;-1.1
Nelson;361;Animal Attendants and Trainers, and Shearers;47;50;53;56;8;5.4
Nelson;362;Horticultural Trades Workers;292;289;287;285;-7;-0.8
Nelson;391;Hairdressers;141;150;161;171;30;6.6
Nelson;392;Printing Trades Workers;16;15;14;12;-3;-7.9
Nelson;393;Textile, Clothing and Footwear Trades Workers;40;42;44;45;5;4.3
Nelson;394;Wood Trades Workers;36;36;36;35;-1;-0.7
Nelson;399;Miscellaneous Technicians and Trades Workers;183;185;188;189;6;1.1
Nelson;411;Health and Welfare Support Workers;413;424;437;451;38;3.0
Nelson;421;Child Carers;132;133;134;134;2;0.5
Nelson;422;Education Aides;199;200;199;197;-3;-0.5
Nelson;423;Personal Carers and Assistants;711;703;700;703;-7;-0.3
Nelson;431;Hospitality Workers;484;473;464;452;-32;-2.2
Nelson;441;Defence Force Members, Fire Fighters and Police;234;240;246;250;15;2.1
Nelson;442;Prison and Security Officers;110;115;120;124;14;3.9
Nelson;451;Personal Service and Travel Workers;221;226;229;233;12;1.8
Nelson;452;Sports and Fitness Workers;283;291;300;309;26;3.0
Nelson;511;Contract, Program and Project Administrators;257;268;281;292;35;4.4
Nelson;512;Office and Practice Managers;659;694;730;765;106;5.1
Nelson;521;Personal Assistants and Secretaries;223;206;190;173;-49;-8.0
Nelson;531;General Clerks;512;483;454;423;-88;-6.1
Nelson;532;Keyboard Operators;25;22;19;16;-9;-13.8
Nelson;541;Call or Contact Centre Information Clerks;26;25;24;23;-3;-4.5
Nelson;542;Receptionists;422;419;417;416;-6;-0.5
Nelson;551;Accounting Clerks and Bookkeepers;281;283;285;287;5;0.6
Nelson;552;Financial and Insurance Clerks;145;140;136;132;-13;-3.1
Nelson;561;Clerical and Office Support Workers;219;220;221;222;3;0.4
Nelson;591;Logistics Clerks;189;188;188;187;-2;-0.3
Nelson;599;Miscellaneous Clerical and Administrative Workers;221;221;222;222;1;0.2
Nelson;611;Insurance Agents and Sales Representatives;522;530;539;546;24;1.5
Nelson;612;Real Estate Sales Agents;220;227;234;242;22;3.3
Nelson;621;Sales Assistants and Salespersons;1563;1539;1526;1506;-57;-1.2
Nelson;631;Checkout Operators and Office Cashiers;243;243;243;242;-1;-0.2
Nelson;639;Miscellaneous Sales Support Workers;130;128;126;124;-6;-1.5
Nelson;711;Machine Operators;326;331;334;335;9;0.9
Nelson;712;Stationary Plant Operators;87;86;83;81;-7;-2.7
Nelson;721;Mobile Plant Operators;261;256;252;245;-15;-2.0
Nelson;731;Automobile, Bus and Rail Drivers;136;142;148;154;17;4.1
Nelson;732;Delivery Drivers;68;69;70;71;3;1.5
Nelson;733;Truck Drivers;341;344;345;344;3;0.3
Nelson;741;Storepersons;226;226;228;229;3;0.4
Nelson;811;Cleaners and Laundry Workers;813;790;769;753;-60;-2.5
Nelson;821;Construction and Mining Labourers;244;254;263;270;26;3.5
Nelson;831;Food Process Workers;357;341;326;312;-45;-4.4
Nelson;832;Packers and Product Assemblers;242;236;232;225;-17;-2.3
Nelson;839;Miscellaneous Factory Process Workers;191;191;191;189;-2;-0.3
Nelson;841;Farm, Forestry and Garden Workers;602;583;566;545;-58;-3.3
Nelson;851;Food Preparation Assistants;203;198;195;191;-12;-2.0
Nelson;891;Freight Handlers and Shelf Fillers;182;183;186;187;5;1.0
Nelson;899;Miscellaneous Labourers;1307;1328;1354;1378;71;1.8
Tasman;111;Chief Executives, General Managers and Legislators;712;744;778;810;97;4.4
Tasman;121;Farmers and Farm Managers;570;554;540;521;-49;-2.9
Tasman;131;Advertising, Public Relations and Sales Managers;217;230;245;259;42;6.1
Tasman;132;Business Administration Managers;471;498;527;555;84;5.6
Tasman;133;Construction, Distribution and Production Managers;510;534;555;573;63;3.9
Tasman;134;Education, Health and Welfare Services Managers;77;81;84;88;10;4.3
Tasman;135;ICT Managers;10;11;11;12;2;5.4
Tasman;139;Miscellaneous Specialist Managers;72;75;79;83;11;4.7
Tasman;141;Accommodation and Hospitality Managers;324;333;345;355;32;3.2
Tasman;142;Retail Managers;340;352;368;383;43;4.1
Tasman;149;Miscellaneous Hospitality, Retail and Service Managers;132;139;147;154;22;5.3
Tasman;211;Arts Professionals;106;111;115;120;14;4.3
Tasman;212;Media Professionals;74;77;82;86;12;5.2
Tasman;221;Accountants, Auditors and Company Secretaries;251;264;278;291;40;5.0
Tasman;222;Financial Brokers and Dealers, and Investment Advisers;74;77;80;83;9;4.1
Tasman;223;Human Resource and Training Professionals;80;83;87;91;11;4.3
Tasman;224;Information and Organisation Professionals;192;200;208;216;24;4.0
Tasman;225;Sales, Marketing and Public Relations Professionals;95;100;105;110;15;4.9
Tasman;231;Air and Marine Transport Professionals;122;124;127;129;7;1.9
Tasman;232;Architects, Designers, Planners and Surveyors;165;177;189;201;36;6.8
Tasman;233;Engineering Professionals;206;215;225;233;27;4.2
Tasman;234;Natural and Physical Science Professionals;351;368;386;402;51;4.6
Tasman;241;School Teachers;734;757;780;798;64;2.8
Tasman;242;Tertiary Education Teachers;68;69;69;70;2;0.8
Tasman;249;Miscellaneous Education Professionals;107;110;113;115;8;2.5
Tasman;251;Health Diagnostic and Promotion Professionals;104;109;116;122;19;5.7
Tasman;252;Health Therapy Professionals;78;81;84;89;11;4.3
Tasman;253;Medical Practitioners;94;98;102;107;13;4.4
Tasman;254;Midwifery and Nursing Professionals;240;245;253;263;24;3.2
Tasman;261;Business and Systems Analysts, and Programmers;144;154;165;175;31;6.6
Tasman;262;Database and Systems Administrators, and ICT Security Specialists;30;31;33;34;4;4.7
Tasman;263;ICT Network and Support Professionals;24;25;26;27;3;3.6
Tasman;271;Legal Professionals;109;116;124;132;22;6.4
Tasman;272;Social and Welfare Professionals;278;288;299;310;33;3.8
Tasman;311;Agricultural, Medical and Science Technicians;107;111;114;117;10;2.9
Tasman;312;Building and Engineering Technicians;163;170;177;184;22;4.3
Tasman;313;ICT and Telecommunications Technicians;47;47;47;47;1;0.4
Tasman;321;Automotive Electricians and Mechanics;137;135;133;130;-7;-1.7
Tasman;322;Fabrication Engineering Trades Workers;82;85;88;91;9;3.7
Tasman;323;Mechanical Engineering Trades Workers;189;191;192;192;3;0.6
Tasman;324;Panelbeaters, and Vehicle Body Builders, Trimmers and Painters;30;29;29;27;-3;-3.2
Tasman;331;Bricklayers, Carpenters and Joiners;184;191;197;202;19;3.3
Tasman;332;Floor Finishers and Painting Trades Workers;119;129;138;147;29;7.5
Tasman;333;Glaziers, Plasterers and Tilers;108;118;127;136;28;8.1
Tasman;334;Plumbers;123;133;142;150;27;6.7
Tasman;341;Electricians;140;153;165;176;36;7.9
Tasman;342;Electronics and Telecommunications Trades Workers;76;80;83;86;10;4.2
Tasman;351;Food Trades Workers;357;375;396;417;61;5.4
Tasman;361;Animal Attendants and Trainers, and Shearers;24;25;26;27;3;4.1
Tasman;362;Horticultural Trades Workers;317;314;312;308;-9;-0.9
Tasman;391;Hairdressers;63;64;64;64;1;0.5
Tasman;392;Printing Trades Workers;5;5;4;4;-1;-8.1
Tasman;393;Textile, Clothing and Footwear Trades Workers;18;20;21;22;4;6.8
Tasman;394;Wood Trades Workers;22;22;23;23;1;2.1
Tasman;399;Miscellaneous Technicians and Trades Workers;98;102;106;110;12;4.0
Tasman;411;Health and Welfare Support Workers;209;219;229;240;31;4.7
Tasman;421;Child Carers;68;70;72;73;5;2.3
Tasman;422;Education Aides;113;115;116;116;4;1.1
Tasman;423;Personal Carers and Assistants;293;296;302;311;18;2.0
Tasman;431;Hospitality Workers;375;387;402;416;41;3.5
Tasman;441;Defence Force Members, Fire Fighters and Police;130;137;143;149;19;4.7
Tasman;442;Prison and Security Officers;57;61;65;68;11;6.0
Tasman;451;Personal Service and Travel Workers;108;110;110;109;1;0.4
Tasman;452;Sports and Fitness Workers;204;210;217;222;18;2.9
Tasman;511;Contract, Program and Project Administrators;163;173;183;193;30;5.9
Tasman;512;Office and Practice Managers;357;385;415;445;88;7.6
Tasman;521;Personal Assistants and Secretaries;133;127;121;114;-19;-5.0
Tasman;531;General Clerks;324;317;309;298;-26;-2.7
Tasman;532;Keyboard Operators;12;11;10;8;-4;-12.1
Tasman;541;Call or Contact Centre Information Clerks;13;12;12;11;-2;-4.7
Tasman;542;Receptionists;235;239;245;250;15;2.0
Tasman;551;Accounting Clerks and Bookkeepers;152;156;161;166;14;3.1
Tasman;552;Financial and Insurance Clerks;99;101;104;107;8;2.7
Tasman;561;Clerical and Office Support Workers;103;105;107;108;5;1.6
Tasman;591;Logistics Clerks;136;141;146;151;15;3.5
Tasman;599;Miscellaneous Clerical and Administrative Workers;113;117;121;125;11;3.2
Tasman;611;Insurance Agents and Sales Representatives;328;344;363;380;51;5.0
Tasman;612;Real Estate Sales Agents;134;140;148;157;23;5.5
Tasman;621;Sales Assistants and Salespersons;882;907;939;968;86;3.2
Tasman;631;Checkout Operators and Office Cashiers;137;143;150;157;20;4.6
Tasman;639;Miscellaneous Sales Support Workers;74;76;79;81;7;3.3
Tasman;711;Machine Operators;195;201;207;212;17;2.8
Tasman;712;Stationary Plant Operators;70;69;68;66;-4;-2.1
Tasman;721;Mobile Plant Operators;195;198;202;203;8;1.4
Tasman;731;Automobile, Bus and Rail Drivers;64;67;70;73;9;4.6
Tasman;732;Delivery Drivers;36;37;38;39;4;3.4
Tasman;733;Truck Drivers;230;235;239;241;11;1.5
Tasman;741;Storepersons;153;160;167;175;21;4.4
Tasman;811;Cleaners and Laundry Workers;467;465;464;465;-1;-0.1
Tasman;821;Construction and Mining Labourers;182;193;203;213;31;5.3
Tasman;831;Food Process Workers;361;372;386;399;38;3.4
Tasman;832;Packers and Product Assemblers;374;382;391;397;22;2.0
Tasman;839;Miscellaneous Factory Process Workers;153;156;159;162;9;1.8
Tasman;841;Farm, Forestry and Garden Workers;1485;1476;1472;1456;-30;-0.7
Tasman;851;Food Preparation Assistants;138;143;148;153;15;3.5
Tasman;891;Freight Handlers and Shelf Fillers;94;97;101;104;10;3.4
Tasman;899;Miscellaneous Labourers;954;1003;1055;1105;152;5.0
Marlborough;111;Chief Executives, General Managers and Legislators;1148;1199;1254;1306;158;4.4
Marlborough;121;Farmers and Farm Managers;805;775;747;713;-92;-4.0
Marlborough;131;Advertising, Public Relations and Sales Managers;359;382;406;431;71;6.2
Marlborough;132;Business Administration Managers;795;844;897;950;156;6.1
Marlborough;133;Construction, Distribution and Production Managers;781;809;832;850;69;2.9
Marlborough;134;Education, Health and Welfare Services Managers;107;115;123;131;23;6.7
Marlborough;135;ICT Managers;17;19;20;21;3;6.0
Marlborough;139;Miscellaneous Specialist Managers;118;126;134;143;25;6.5
Marlborough;141;Accommodation and Hospitality Managers;553;578;606;633;81;4.6
Marlborough;142;Retail Managers;546;567;593;619;72;4.2
Marlborough;149;Miscellaneous Hospitality, Retail and Service Managers;205;218;233;249;44;6.7
Marlborough;211;Arts Professionals;123;129;135;140;17;4.4
Marlborough;212;Media Professionals;112;118;125;132;20;5.7
Marlborough;221;Accountants, Auditors and Company Secretaries;385;404;425;445;59;4.9
Marlborough;222;Financial Brokers and Dealers, and Investment Advisers;119;124;128;133;14;3.7
Marlborough;223;Human Resource and Training Professionals;131;138;146;153;23;5.5
Marlborough;224;Information and Organisation Professionals;331;349;367;386;54;5.2
Marlborough;225;Sales, Marketing and Public Relations Professionals;165;175;185;195;30;5.7
Marlborough;231;Air and Marine Transport Professionals;239;246;254;261;22;3.0
Marlborough;232;Architects, Designers, Planners and Surveyors;241;258;275;293;52;6.7
Marlborough;233;Engineering Professionals;322;335;348;360;38;3.8
Marlborough;234;Natural and Physical Science Professionals;521;541;564;584;63;3.9
Marlborough;241;School Teachers;995;1047;11;1147;152;4.9
Marlborough;242;Tertiary Education Teachers;92;96;99;101;9;3.0
Marlborough;249;Miscellaneous Education Professionals;154;161;169;176;22;4.5
Marlborough;251;Health Diagnostic and Promotion Professionals;177;187;199;211;35;6.2
Marlborough;252;Health Therapy Professionals;149;158;169;182;33;6.8
Marlborough;253;Medical Practitioners;178;189;202;217;39;6.9
Marlborough;254;Midwifery and Nursing Professionals;462;485;514;550;88;6.0
Marlborough;261;Business and Systems Analysts, and Programmers;228;243;258;274;46;6.3
Marlborough;262;Database and Systems Administrators, and ICT Security Specialists;49;52;54;57;8;5.4
Marlborough;263;ICT Network and Support Professionals;45;46;48;50;5;3.2
Marlborough;271;Legal Professionals;165;176;188;200;35;6.6
Marlborough;272;Social and Welfare Professionals;482;509;540;571;90;5.9
Marlborough;311;Agricultural, Medical and Science Technicians;185;191;197;203;18;3.1
Marlborough;312;Building and Engineering Technicians;261;272;281;290;28;3.5
Marlborough;313;ICT and Telecommunications Technicians;76;77;79;80;4;1.5
Marlborough;321;Automotive Electricians and Mechanics;232;233;233;232;-1;-0.1
Marlborough;322;Fabrication Engineering Trades Workers;159;165;170;175;16;3.2
Marlborough;323;Mechanical Engineering Trades Workers;323;326;328;328;5;0.5
Marlborough;324;Panelbeaters, and Vehicle Body Builders, Trimmers and Painters;51;51;50;49;-2;-1.2
Marlborough;331;Bricklayers, Carpenters and Joiners;216;221;224;224;8;1.3
